date,close,high,low,open,since,volume,weightedAverage
27/07/2016 09:00,1.7,2.247,1.7,1.9,1.46963E+18,1997.578504,1.866196228
27/07/2016 09:30,1.99999,2,1.7,1.7,1.46963E+18,22616.61568,1.799868718
27/07/2016 10:00,1.63,1.99,1.50003,1.99,1.46963E+18,36250.36349,1.691921182
27/07/2016 10:30,1.54324,1.81999,1.40001,1.7,1.46963E+18,36624.59102,1.622429678
27/07/2016 11:00,1.6,1.69999,1.54323,1.69999,1.46963E+18,24880.29207,1.63901887
27/07/2016 11:30,1.6,1.67996,1.5,1.6,1.46963E+18,18329.91545,1.554510206
27/07/2016 12:00,1.511,1.68,1.5,1.6,1.46963E+18,24449.60238,1.608690913
27/07/2016 12:30,1.6199,1.64979,1.5,1.58,1.46963E+18,23004.27898,1.570887727
27/07/2016 13:00,1.64001,1.66,1.58,1.58,1.46963E+18,14468.30832,1.618448056
27/07/2016 13:30,1.65998,1.66,1.57,1.64997,1.46964E+18,16805.43122,1.620942285
27/07/2016 14:00,1.66499,1.67997,1.61001,1.65998,1.46964E+18,18339.78262,1.648088208
27/07/2016 14:30,1.555,1.64999,1.555,1.61,1.46964E+18,10029.09655,1.600992082
27/07/2016 15:00,1.56001,1.60999,1.56,1.60999,1.46964E+18,4939.674164,1.565729228
27/07/2016 15:30,1.59001,1.6015,1.4999,1.596,1.46964E+18,22635.33127,1.557743218
27/07/2016 16:00,1.46,1.59001,1.46,1.59001,1.46964E+18,10983.16657,1.518762564
27/07/2016 16:30,1.41,1.5729,1.41,1.47,1.46964E+18,37203.82947,1.46264372
27/07/2016 17:00,1.1,1.4101,1.1,1.40001,1.46964E+18,36944.9668,1.276150453
27/07/2016 17:30,1.098,1.17999,0.83018,1.101,1.46964E+18,63314.56433,1.026273896
27/07/2016 18:00,1.06997,1.19999,1,1.098,1.46964E+18,27957.50577,1.050554285
27/07/2016 18:30,1.053,1.09879,1.00001,1.066,1.46969E+18,12122.98802,1.03739561
27/07/2016 19:00,1.23,1.49,1.05,1.07999,1.46969E+18,38130.9863,1.302927424
27/07/2016 19:30,1.38946,1.39399,1.2,1.23,1.46969E+18,13622.20609,1.339697655
27/07/2016 20:00,1.1002,1.34999,1.1002,1.34999,1.46969E+18,37225.13363,1.194832067
27/07/2016 20:30,1.19258344,1.19258344,1.02,1.1002,1.46969E+18,10073.21789,1.129692795
27/07/2016 21:00,1.23,1.23,1.06789,1.19,1.46969E+18,11108.94814,1.15193857
27/07/2016 21:30,1.2,1.27982,1.2,1.24998,1.46969E+18,16335.3512,1.207520502
27/07/2016 22:00,1.22999,1.22999,1.17,1.2,1.46969E+18,9392.503425,1.195464658
27/07/2016 22:30,1.2,1.24998,1.193,1.228,1.46969E+18,4101.021924,1.225716031
27/07/2016 23:00,1.2868,1.2868,1.18401,1.19115,1.46969E+18,4910.613454,1.232245114
27/07/2016 23:30,1.43,1.5,1.23,1.28679,1.46969E+18,31665.18443,1.416327982
28/07/2016 00:00,1.44,1.44,1.37,1.43,1.46969E+18,16993.92171,1.418016511
28/07/2016 00:30,1.38001,1.4443,1.38001,1.42574,1.46969E+18,9898.328087,1.408346473
28/07/2016 01:00,1.30001,1.4231,1.30001,1.38458,1.46969E+18,2977.18141,1.398061224
28/07/2016 01:30,1.28635,1.30011,1.2,1.30011,1.46969E+18,4939.88028,1.267060826
28/07/2016 02:00,1.32255,1.32255,1.30101,1.31,1.46969E+18,441.9639744,1.310213306
28/07/2016 02:30,1.25722,1.25722,1.25722,1.25722,1.46969E+18,0.63163163,1.25722
28/07/2016 03:00,1.34882,1.34882,1.26729,1.26729,1.46969E+18,1358.560364,1.320419212
28/07/2016 03:30,1.34624,1.41817,1.30956,1.37641,1.46969E+18,405.0766499,1.358448668
28/07/2016 04:00,1.34279,1.34279,1.29506,1.29506,1.46969E+18,173.44786,1.295335184
28/07/2016 04:30,1.33263,1.33263,1.29479,1.29479,1.46969E+18,0.4717723,1.315235251
28/07/2016 05:00,1.33981,1.36726,1.33981,1.35205,1.46969E+18,291.21433,1.354156332
28/07/2016 05:30,1.33937,1.37231,1.335,1.37231,1.46969E+18,378.7970036,1.337693812
28/07/2016 06:00,1.2953,1.35982,1.25001,1.33937,1.46969E+18,1698.410741,1.295970212
28/07/2016 06:30,1.38387,1.38997,1.29701,1.29701,1.46971E+18,1882.906309,1.345904097
28/07/2016 07:00,1.36,1.38616,1.35058,1.38616,1.46971E+18,5950.744311,1.368242386
28/07/2016 07:30,1.36889,1.4,1.28496,1.36237,1.46971E+18,11825.68643,1.384778025
28/07/2016 08:00,1.33496,1.36739,1.33496,1.36696,1.46971E+18,7623.552991,1.347568741
28/07/2016 08:30,1.27009,1.35,1.26081,1.35,1.46971E+18,5241.934017,1.311788306
28/07/2016 09:00,1.29,1.3255,1.27219,1.28537,1.46971E+18,4870.378197,1.297498738
28/07/2016 09:30,1.2662,1.3157,1.2662,1.29,1.46971E+18,4479.334384,1.288664212
28/07/2016 10:00,1.329,1.343,1.291,1.3025,1.46971E+18,5034.570662,1.329628609
28/07/2016 10:30,1.35,1.3502,1.306,1.329,1.46971E+18,4695.923893,1.333868795
28/07/2016 11:00,1.43699,1.4683,1.35,1.3568,1.46971E+18,24881.31105,1.403949175
28/07/2016 11:30,1.44,1.44,1.40866,1.40866,1.46971E+18,4789.32791,1.419579069
28/07/2016 12:00,1.56051,1.56051,1.4449,1.4449,1.46971E+18,29529.68027,1.501637989
28/07/2016 12:30,1.6,1.657,1.47,1.572,1.46971E+18,66559.38754,1.604830807
28/07/2016 13:00,1.62,1.64,1.55001,1.6,1.46971E+18,7376.052282,1.599587816
28/07/2016 13:30,1.63002,1.64001,1.57732,1.58165,1.46971E+18,10720.43367,1.611046253
28/07/2016 14:00,1.642,1.65999,1.58,1.63006,1.46973E+18,19512.37046,1.641625195
28/07/2016 14:30,1.56012,1.642,1.51001,1.642,1.46973E+18,20629.3047,1.591863094
28/07/2016 15:00,1.562,1.56499,1.5,1.56013,1.46973E+18,19897.61608,1.533650409
28/07/2016 15:30,1.5995,1.62489,1.54932,1.55382,1.46973E+18,14028.97861,1.59375115
28/07/2016 16:00,1.628,1.628,1.5189,1.57716,1.46973E+18,23232.74905,1.584228692
28/07/2016 16:30,1.67449,1.68855,1.60016,1.628,1.46973E+18,19045.93665,1.650768923
28/07/2016 17:00,1.64993,1.667,1.64,1.64745,1.46973E+18,1110.118211,1.653767864
28/07/2016 17:30,1.5881,1.62532,1.51741,1.62532,1.46973E+18,5003.759625,1.59338938
28/07/2016 18:00,1.65,1.65,1.55186,1.60001,1.46973E+18,6244.906832,1.625023873
28/07/2016 18:30,1.61289,1.6579,1.59514,1.64998,1.46973E+18,4644.115738,1.638582948
28/07/2016 19:00,1.669,1.66961,1.6,1.61359,1.46973E+18,19958.83819,1.65163353
28/07/2016 19:30,1.71999,1.79512,1.66669,1.67,1.46973E+18,36619.59105,1.72347144
28/07/2016 20:00,1.69001,1.7582,1.62002,1.71998,1.46979E+18,17634.24054,1.685129309
28/07/2016 20:30,1.714,1.72999,1.69001,1.69585,1.46979E+18,4829.421752,1.71583609
28/07/2016 21:00,1.68347,1.71997,1.63,1.71399,1.46979E+18,21636.21883,1.671057794
28/07/2016 21:30,1.5809,1.65173,1.55102,1.63878,1.46979E+18,20697.10574,1.606850792
28/07/2016 22:00,1.62001,1.62001,1.4084,1.57717,1.46979E+18,24785.14424,1.528172848
28/07/2016 22:30,1.5,1.63042,1.5,1.63042,1.46979E+18,8266.769408,1.557794452
28/07/2016 23:00,1.52387,1.56,1.5119,1.56,1.46979E+18,12538.65998,1.520902609
28/07/2016 23:30,1.539,1.54698,1.5189,1.54698,1.46979E+18,666.2905811,1.524231365
29/07/2016 00:00,1.5707,1.59429,1.53,1.59429,1.46979E+18,8910.774809,1.532430046
29/07/2016 00:30,1.53969,1.5506,1.53969,1.5506,1.46979E+18,731.5255,1.549054712
29/07/2016 01:00,1.53003,1.55,1.53003,1.5497,1.46979E+18,1224.687402,1.549877119
29/07/2016 01:30,1.484,1.52069,1.47868,1.51459,1.46979E+18,4574.496212,1.499276935
29/07/2016 02:00,1.51,1.51,1.51,1.51,1.46979E+18,483.5472,1.51
29/07/2016 02:30,1.497,1.54555,1.497,1.51,1.46979E+18,3828.221722,1.526835682
29/07/2016 03:00,1.49,1.495,1.48787,1.48787,1.46979E+18,3366.816135,1.490654121
29/07/2016 03:30,1.42001,1.49,1.42001,1.49,1.46979E+18,5587.689547,1.489869013
29/07/2016 04:00,1.4483,1.4483,1.4084,1.4325,1.46979E+18,5313.924422,1.423307693
29/07/2016 04:30,1.46,1.4754,1.46,1.4627,1.46979E+18,53.26,1.460227262
29/07/2016 05:00,1.41945,1.41945,1.40858,1.40858,1.46979E+18,31.03579,1.41524711
29/07/2016 05:30,1.5,1.5,1.46,1.46,1.46979E+18,2707.511207,1.483248353
29/07/2016 06:00,1.5701,1.57219,1.46379,1.48,1.46979E+18,4934.15157,1.518391756
29/07/2016 06:30,1.52942,1.5629,1.52587,1.5629,1.46979E+18,2568.89285,1.526602794
29/07/2016 07:00,1.53658,1.5531,1.52549,1.53475,1.46979E+18,1203.644295,1.544758729
29/07/2016 07:30,1.6,1.6,1.51373,1.53522,1.46979E+18,6539.342802,1.572200543
29/07/2016 08:00,1.56009,1.65,1.56009,1.6,1.46979E+18,5126.21738,1.614395959
29/07/2016 08:30,1.56522,1.60006,1.557,1.56009,1.46979E+18,4084.136004,1.563521219
29/07/2016 09:00,1.58522,1.58522,1.56133,1.56133,1.46979E+18,1763.989889,1.568303954
29/07/2016 09:30,1.57107,1.6,1.56203,1.58157,1.46979E+18,1375.373072,1.592081977
29/07/2016 10:00,1.55807,1.5716,1.54,1.57021,1.46979E+18,2562.722222,1.556534055
29/07/2016 10:30,1.56169,1.56169,1.53003,1.55001,1.4699E+18,2305.690254,1.554132065
29/07/2016 11:00,1.52898,1.53,1.52898,1.53,1.4699E+18,2153,1.529952624
29/07/2016 11:30,1.53829,1.53829,1.47222,1.52003,1.4699E+18,9003.89331,1.507777048
29/07/2016 12:00,1.49,1.51442,1.4701,1.51442,1.4699E+18,5130.919795,1.495933193
29/07/2016 12:30,1.4798,1.52441,1.47834,1.49,1.4699E+18,7687.505117,1.493523342
29/07/2016 13:00,1.48464,1.49224,1.47174,1.49224,1.4699E+18,262.8370051,1.482834375
29/07/2016 13:30,1.4205,1.51216,1.4085,1.51,1.4699E+18,25985.46418,1.462596762
29/07/2016 14:00,1.43547,1.44555,1.4085,1.4205,1.4699E+18,10599.71317,1.424054867
29/07/2016 14:30,1.4186,1.44,1.4171,1.41849,1.4699E+18,22911.75451,1.437183718
29/07/2016 15:00,1.4316,1.4574,1.41999,1.41999,1.4699E+18,7144.76385,1.439275873
29/07/2016 15:30,1.44118,1.44118,1.43162,1.43162,1.4699E+18,1.1824,1.43309475
29/07/2016 16:00,1.489,1.489,1.45441,1.45441,1.4699E+18,2823.333957,1.463620479
29/07/2016 16:30,1.4613,1.494,1.46,1.494,1.4699E+18,1130.412502,1.477735
29/07/2016 17:00,1.42667,1.465,1.4085,1.465,1.4699E+18,8919.098961,1.428150085
29/07/2016 17:30,1.46682,1.47282,1.4409,1.45166,1.4699E+18,1579.63201,1.452563406
29/07/2016 18:00,1.44572,1.46485,1.44572,1.46485,1.4699E+18,3709.316,1.449764199
29/07/2016 18:30,1.44,1.44949,1.44,1.44195,1.4699E+18,10112.59604,1.440112332
29/07/2016 19:00,1.45,1.45,1.44,1.44,1.4699E+18,4482.146796,1.444705127
29/07/2016 19:30,1.45,1.45,1.44333,1.44333,1.4699E+18,1356.298536,1.449948636
29/07/2016 20:00,1.4585,1.45904,1.44576,1.45829,1.4699E+18,205.67086,1.457937324
29/07/2016 20:30,1.46,1.46791,1.454,1.45411,1.4699E+18,860.4463132,1.46575595
29/07/2016 21:00,1.46768,1.48425,1.46,1.46,1.4699E+18,321.2295693,1.477207383
29/07/2016 21:30,1.45686,1.47638,1.45686,1.47638,1.4699E+18,910.4127286,1.470607856
29/07/2016 22:00,1.5,1.5,1.4819,1.4819,1.4699E+18,22924.52678,1.499706599
29/07/2016 22:30,1.47,1.4966,1.47,1.4966,1.4699E+18,152.87233,1.472730442
29/07/2016 23:30,1.47897,1.47897,1.47,1.47,1.4699E+18,511.6712463,1.471661162
30/07/2016 00:00,1.46929,1.48845,1.46929,1.47897,1.4699E+18,2560.567765,1.478849923
30/07/2016 00:30,1.4669,1.47262,1.4669,1.46772,1.4699E+18,448.6694123,1.467812373
30/07/2016 01:00,1.473,1.473,1.4578,1.4578,1.4699E+18,37,1.466016216
30/07/2016 02:30,1.473,1.473,1.473,1.473,1.4699E+18,0.42273,1.473
30/07/2016 03:00,1.52452,1.533,1.5,1.5,1.4699E+18,2697.902076,1.518280912
30/07/2016 03:30,1.5,1.5218,1.5,1.52121,1.4699E+18,2395.261103,1.515686344
30/07/2016 04:00,1.5077,1.5077,1.5044,1.50602,1.4699E+18,5502.60471,1.505830826
30/07/2016 04:30,1.51632,1.51632,1.50914,1.50914,1.4699E+18,105.9484925,1.512907503
30/07/2016 05:30,1.458,1.4938,1.458,1.4938,1.4699E+18,1418.9816,1.486107208
30/07/2016 06:00,1.48,1.48001,1.4652,1.47096,1.4699E+18,892.9116944,1.471726234
30/07/2016 06:30,1.4742,1.49249,1.4742,1.49249,1.4699E+18,438.283416,1.477202998
30/07/2016 07:00,1.48669,1.48669,1.4746,1.47559,1.4699E+18,6641.161261,1.476601531
30/07/2016 07:30,1.47214,1.4791,1.47214,1.4791,1.4699E+18,304.30171,1.472238389
30/07/2016 08:00,1.46999,1.47222,1.46996,1.47222,1.4699E+18,851.5845705,1.4711768
30/07/2016 08:30,1.475,1.475,1.46842,1.47036,1.4699E+18,388.92246,1.470300283
30/07/2016 09:00,1.46,1.46715,1.46,1.46715,1.4699E+18,490.3755789,1.462683489
30/07/2016 09:30,1.45669,1.46,1.45,1.45021,1.4699E+18,14276.23327,1.450503667
30/07/2016 10:00,1.447,1.45749,1.44269,1.45,1.4699E+18,6744.490451,1.450880362
30/07/2016 10:30,1.44085,1.45064,1.44085,1.441,1.4699E+18,2201.505026,1.44138824
30/07/2016 11:00,1.44032,1.44085,1.44,1.44085,1.4699E+18,1377.547583,1.440375145
